SIGLA,DISCIPLINA,TPEI,CURSOS,,,,,,,,,,,,,,,,RECOMENDACOES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESZE112-17,PROJETO DE MICROTURBINAS EOLICAS,2-0-0-2,EENE - ENGENHARIA DE ENERGIA (OL),,,,,,,,,,,,,,,,ENGENHARIA EOLICA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MCZA021-17,PROJETO DE REDES,4-0-0-4,EINF - ENGENHARIA DE INFORMACAO (OL),BCC - BACHARELADO EM CIENCIAS DA COMPUTACAO (OL),,,,,,,,,,,,,,,REDES DE COMPUTADORES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESZI023-17,PROJETO DE SISTEMAS DE COMUNICACAO,0-3-0-3,EINF - ENGENHARIA DE INFORMACAO (OL),,,,,,,,,,,,,,,,PRINCIPIOS DE COMUNICACAO,COMUNICACAO DIGITAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESZI038-17,PROJETO DE SISTEMAS MULTIMIDIA,0-3-0-3,EINF - ENGENHARIA DE INFORMACAO (OL),,,,,,,,,,,,,,,,CODIFICACAO DE SINAIS MULTIMIDIA,PROCESSAMENTO DE VIDEO,INTRODUCAO AO PROCESSAMENTO DE SINAIS DE VOZ E AUDIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCS0002-15,PROJETO DIRIGIDO,0-2-0-10,BC&T - BACHARELADO EM CIENCIA E TECNOLOGIA (OBR),LFIS - LICENCIATURA EM FISICA (OL),LQ - LICENCIATURA EM QUIMICA (OL),,,,,,,,,,,,,,FENOMENOS MECANICOS,FENOMENOS TERMICOS,FENOMENOS ELETROMAGNETICOS,BASES CONCEITUAIS DA ENERGIA,EVOLUCAO E DIVERSIFICACAO DA VIDA NA TERRA,TRANSFORMACOES QUIMICAS,BIODIVERSIDADE: INTERACOES ENTRE ORGANISMOS E AMBIENTE,GEOMETRIA ANALITICA,FUNCOES DE UMA VARIAVEL,FUNCOES DE VARIAS VARIAVEIS,INTRODUCAO AS EQUACOES DIFERENCIAIS ORDINARIAS,INTRODUCAO A PROBABILIDADE E A ESTATISTICA,NATUREZA DA INFORMACAO,PROCESSAMENTO DA INFORMACAO,COMUNICACAO E REDES,ESTRUTURA DA MATERIA,FISICA QUANTICA,INTERACOES ATOMICAS E MOLECULARES,"BIOQUIMICA: ESTRUTURA, PROPRIEDADE E FUNCOES DE BIOMOLECULAS",BASES EPISTEMOLOGICAS DA CIENCIA MODERNA,ESTRUTURA E DINAMICA SOCIAL,"CIENCIA, TECNOLOGIA E SOCIEDADE",BASE EXPERIMENTAL DAS CIENCIAS NATURAIS,BASES COMPUTACIONAIS DA CIENCIA,BASES MATEMATICAS,,,,,,,,,,,,,,,,,,,,,
ESZB037-17,PROJETO E ANALISE DE PROTESES E ORTESES,2-2-0-4,EBIO - ENGENHARIA BIOMEDICA (OL),,,,,,,,,,,,,,,,MODELAGEM DE SISTEMAS DINAMICOS II,BIOMECANICA II,CIENCIA DOS MATERIAIS BIOCOMPATIVEIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESZB033-17,PROJETO E DESENVOLVIMENTO DE INTERFACES CEREBRO-MAQUINA,2-2-0-4,EBIO - ENGENHARIA BIOMEDICA (OL),,,,,,,,,,,,,,,,METODOS MATEMATICOS APLICADOS A SISTEMAS BIOMEDICOS,COMPUTACAO CIENTIFICA APLICADA A PROBLEMAS BIOLOGICOS,INSTRUMENTACAO BIOMEDICA I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESZB017-17,PROJETO E DESENVOLVIMENTO DE SISTEMAS PARA ANALISE DE DADOS MEDICOS,3-2-0-4,EBIO - ENGENHARIA BIOMEDICA (OL),,,,,,,,,,,,,,,,PROCESSAMENTO DA INFORMACAO,ALGEBRA LINEAR,ANALISE E CONTROLE DE SISTEMAS MECANICOS,BASES BIOLOGICAS PARA ENGENHARIA I,BASES BIOLOGICAS PARA ENGENHARIA II,BIOESTATISTICA,BIOLOGIA CELULAR,BIOMECANICA I,BIOMECANICA II,BIOSSEGURANCA,CALCULO NUMERICO,CIENCIA DOS MATERIAIS BIOCOMPATIVEIS,CIRCUITOS ELETRICOS I,COMPUTACAO CIENTIFICA APLICADA A PROBLEMAS BIOLOGICOS,ENGENHARIA ECONOMICA,ENGENHARIA UNIFICADA I,ENGENHARIA UNIFICADA II,EQUIPAMENTOS MEDICO-HOSPITALARES,ESTAGIO CURRICULAR EM ENGENHARIA BIOMEDICA,FENOMENOS DE TRANSPORTE,FISICA MEDICA I,FISICA MEDICA II,FUNDAMENTOS DE DESENHO TECNICO,FUNDAMENTOS DE ELETRONICA ANALOGICA E DIGITAL,INSTRUMENTACAO BIOMEDICA I,INTRODUCAO AS ENGENHARIAS,LEGISLACAO RELACIONADA A SAUDE,MATERIAIS E SUAS PROPRIEDADES,MECANICA DOS SOLIDOS I,METODOS EXPERIMENTAIS EM ENGENHARIA,METODOS MATEMATICOS APLICADOS A SISTEMAS BIOMEDICOS,MODELAGEM DE SISTEMAS DINAMICOS I,MODELAGEM DE SISTEMAS DINAMICOS II,PRINCIPIOS DE ADMINISTRACAO,PRINCIPIOS DE ETICA EM SERVICOS DE SAUDE,PRINCIPIOS DE IMAGENS MEDICAS,SENSORES BIOMEDICOS,TRABALHO DE GRADUACAO I EM ENGENHARIA BIOMEDICA,TRABALHO DE GRADUACAO II EM ENGENHARIA BIOMEDICA,TRABALHO DE GRADUACAO III EM ENGENHARIA BIOMEDICA,,,,,,
MCZA022-17,PROJETO INTERDISCIPLINAR,0-4-0-4,BCC - BACHARELADO EM CIENCIAS DA COMPUTACAO (OL),,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESZG043-17,PROJETO VIRTUAL E INTEGRADO DE MANUFATURA,2-2-0-4,EGES - ENGENHARIA DE GESTAO (OL),,,,,,,,,,,,,,,,SISTEMAS CAD/CAE,SISTEMAS CAM,"TEMPOS, METODOS E ARRANJOS FISICOS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MCZD005-18,PROJETOS DE ENSINO DE MATEMATICA E CIENCIAS COM ARTE,2-2-0-2,LM - LICENCIATURA EM MATEMATICA (OL),LFIS - LICENCIATURA EM FISICA (OL),LQ - LICENCIATURA EM QUIMICA (OL),LCNE - LICENCIATURA EM CIENCIAS NATURAIS E EXATAS (OL),,,,,,,,,,,,,BASES EPISTEMOLOGICAS DA CIENCIA MODERNA,DIDATICA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESZG012-17,PROJETOS INDUSTRIAIS,2-2-0-6,EGES - ENGENHARIA DE GESTAO (OL),,,,,,,,,,,,,,,,DESENVOLVIMENTO INTEGRADO DO PRODUTO,"ELABORACAO, ANALISE E AVALIACAO DE PROJETOS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESZI039-17,PROPAGACAO E ANTENAS,3-1-0-4,EINF - ENGENHARIA DE INFORMACAO (OL),,,,,,,,,,,,,,,,ONDAS ELETROMAGNETICAS APLICADAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESTG025-17,PROPRIEDADE INTELECTUAL,4-0-0-4,EGES - ENGENHARIA DE GESTAO (OBR),BCE - BACHARELADO EM CIENCIAS ECONOMICAS (OL),BC&T - BACHARELADO EM CIENCIA E TECNOLOGIA (OL),BC&H - BACHARELADO EM CIENCIAS E HUMANIDADES (OL),,,,,,,,,,,,,"CIENCIA, TECNOLOGIA E SOCIEDADE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESTM019-17,"PROPRIEDADES ELETRICAS, MAGNETICAS E OPTICAS",4-0-0-4,EBIO - ENGENHARIA BIOMEDICA (OL),EMAT - ENGENHARIA DE MATERIAIS (OBR),,,,,,,,,,,,,,,CIENCIA DOS MATERIAIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NHZ3085-15,PROPRIEDADES MAGNETICAS E ELETRONICAS,2-2-0-4,BFIS - BACHARELADO EM FISICA (OL),,,,,,,,,,,,,,,,MECANICA QUANTICA I,ESTADO SOLIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESTM010-17,PROPRIEDADES MECANICAS E TERMICAS,3-1-0-4,EBIO - ENGENHARIA BIOMEDICA (OL),EMAT - ENGENHARIA DE MATERIAIS (OBR),,,,,,,,,,,,,,,FENOMENOS TERMICOS,CIENCIA DOS MATERIAIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESZS033-17,PROPULSAO AEROESPACIAL NAO-CONVENCIONAL,4-0-0-4,EAER - ENGENHARIA AEROESPACIAL (OL),,,,,,,,,,,,,,,,SISTEMAS DE PROPULSAO I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESZE076-17,PROTECAO DE SISTEMAS ELETRICOS DE POTENCIA,4-0-0-4,EENE - ENGENHARIA DE ENERGIA (OL),,,,,,,,,,,,,,,,SISTEMAS DE POTENCIA II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NHZ6006-18,PROTEINAS RECOMBINANTES,2-2-0-4,BBT - BACHARELADO EM BIOTECNOLOGIA (OBR),BC&T - BACHARELADO EM CIENCIA E TECNOLOGIA (OL),,,,,,,,,,,,,,,BIOLOGIA MOLECULAR E BIOTECNOLOGIA,"BIOQUIMICA: ESTRUTURA, PROPRIEDADES E FUNCOES DE BIOMOLECULAS",MICROBIOLOGIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NHZ2113-18,PROVAS E MODELOS,4-0-0-4,BFIL - BACHARELADO EM FILOSOFIA (OL),LFIL - LICENCIATURA EM FILOSOFIA (OL),,,,,,,,,,,,,,,LOGICA BASICA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MCTC011-15,PSICOLOGIA COGNITIVA,4-0-0-4,LM - LICENCIATURA EM MATEMATICA (OL),BN - BACHARELADO EM NEUROCIENCIA (OBR),LCB - LICENCIATURA EM CIENCIAS BIOLOGICAS (OL),BCE - BACHARELADO EM CIENCIAS ECONOMICAS (OL),BC&T - BACHARELADO EM CIENCIA E TECNOLOGIA (OL),BC&H - BACHARELADO EM CIENCIAS E HUMANIDADES (OL),LCNE - LICENCIATURA EM CIENCIAS NATURAIS E EXATAS (OL),LCH - LICENCIATURA EM CIENCIAS E HUMANIDADES (OL),LFIL - LICENCIATURA EM FILOSOFIA (OL),LFIS - LICENCIATURA EM FISICA (OL),LQ - LICENCIATURA EM QUIMICA (OL),,,,,,BASES EPISTEMOLOGICAS DA CIENCIA MODERNA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LHZ0033-19,PSICOLOGIA DA EDUCACAO: APRENDIZAGEM,4-0-0-4,LCH - LICENCIATURA EM CIENCIAS E HUMANIDADES (OL),LFIL - LICENCIATURA EM FILOSOFIA (OL),,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LHZ0034-19,"PSICOLOGIA DO DESENVOLVIMENTO: INFANCIA, JUVENTUDE, VIDA ADULTA E ENVELHECIMENTO",4-0-0-4,LCH - LICENCIATURA EM CIENCIAS E HUMANIDADES (OL),LFIL - LICENCIATURA EM FILOSOFIA (OL),,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MCTC020-15,PSICOLOGIA EXPERIMENTAL,2-4-0-4,BN - BACHARELADO EM NEUROCIENCIA (OBR),,,,,,,,,,,,,,,,PSICOLOGIA COGNITIVA,BASE EXPERIMENTAL DAS CIENCIAS NATURAIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MCZC022-20,PSICOMETRIA,3-1-0-4,BN - BACHARELADO EM NEUROCIENCIA (OL),,,,,,,,,,,,,,,,INTRODUCAO A PROBABILIDADE E A ESTATISTICA,PSICOLOGIA COGNITIVA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MCZC018-20,PSICOPATOLOGIA,2-0-0-2,BN - BACHARELADO EM NEUROCIENCIA (OL),,,,,,,,,,,,,,,,INTRODUCAO A NEUROCIENCIA,FUNDAMENTOS DE MORFOFISIOLOGIA HUMANA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESZE073-17,QUALIDADE DA ENERGIA ELETRICA,4-0-0-4,EENE - ENGENHARIA DE ENERGIA (OL),,,,,,,,,,,,,,,,INTRODUCAO AOS SISTEMAS ELETRICOS DE POTENCIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESZB011-17,QUALIDADE DE IMAGENS MEDICAS,2-2-0-4,EBIO - ENGENHARIA BIOMEDICA (OL),,,,,,,,,,,,,,,,PRINCIPIOS DE IMAGENS MEDICAS,METODOS MATEMATICOS APLICADOS A SISTEMAS BIOMEDICOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESZG035-17,QUALIDADE EM SERVICOS,2-0-0-3,EGES - ENGENHARIA DE GESTAO (OL),,,,,,,,,,,,,,,,QUALIDADE EM SISTEMAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESTG016-17,QUALIDADE EM SISTEMAS,4-0-0-5,EGES - ENGENHARIA DE GESTAO (OBR),,,,,,,,,,,,,,,,ORGANIZACAO DO TRABALHO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESZU016-17,QUESTOES AMBIENTAIS GLOBAIS,2-0-0-4,EAU - ENGENHARIA AMBIENTAL E URBANA (OL),BCB - BACHARELADO EM CIENCIAS BIOLOGICAS (OL),LFIL - LICENCIATURA EM FILOSOFIA (OL),,,,,,,,,,,,,,ALGEBRA LINEAR,ANALISE DE SISTEMAS E MODELAGEM AMBIENTAL,AVALIACAO DE IMPACTOS AMBIENTAIS,BIOMAS BRASILEIROS,CALCULO NUMERICO,CARACTERIZACAO DE MATRIZES AMBIENTAIS,CARTOGRAFIA E GEOPROCESSAMENTO,CIRCUITOS ELETRICOS E FOTONICA,CLIMATOLOGIA,ENGENHARIA ECONOMICA,ENGENHARIA UNIFICADA I,ENGENHARIA UNIFICADA II,ESTAGIO CURRICULAR EM ENGENHARIA AMBIENTAL E URBANA,FENOMENOS DE TRANSPORTE,FUNDAMENTOS DE DESENHO TECNICO,FUNDAMENTOS DE GEOLOGIA PARA ENGENHARIA,GEOTECNIA,HABITACAO E ASSENTAMENTOS HUMANOS,HIDRAULICA DE CONDUTOS FORCADOS,HIDRAULICA DE CONDUTOS LIVRES,HIDROLOGIA,INTRODUCAO AS ENGENHARIAS,MATERIAIS E SUAS PROPRIEDADES,MECANICA DOS SOLIDOS I,METODOS EXPERIMENTAIS EM ENGENHARIA,MICROBIOLOGIA AMBIENTAL,PLANEJAMENTO URBANO E METROPOLITANO,POLUICAO ATMOSFERICA,PRINCIPIOS DE ADMINISTRACAO,PROJETO AMBIENTAL URBANO,RECUPERACAO DE AREAS DEGRADADAS,REGULACAO AMBIENTAL E URBANISTICA,REPRESENTACAO GRAFICA DE PROJETOS AMBIENTAIS E URBANOS,RESIDUOS SOLIDOS,SAUDE AMBIENTAL,SISTEMA DE ABASTECIMENTO DE AGUAS,SISTEMAS DE DRENAGEM URBANA,SISTEMAS DE ESGOTAMENTO SANITARIO,SISTEMAS DE TRATAMENTO DE AGUA,TEORIA DO PLANEJAMENTO URBANO E AMBIENTAL,TRABALHO DE GRADUACAO I EM ENGENHARIA AMBIENTAL E URBANA,TRABALHO DE GRADUACAO II EM ENGENHARIA AMBIENTAL E URBANA,TRABALHO DE GRADUACAO III EM ENGENHARIA AMBIENTAL E URBANA,TRANSFERENCIA DE MASSA,TRANSPORTES E MOBILIDADE URBANA,TRATAMENTO DE AGUAS URBANAS SERVIDAS
NHZ5014-15,QUESTOES ATUAIS NO ENSINO DE CIENCIAS,2-0-0-2,LQ - LICENCIATURA EM QUIMICA (OL),LCB - LICENCIATURA EM CIENCIAS BIOLOGICAS (OL),LFIS - LICENCIATURA EM FISICA (OL),BC&T - BACHARELADO EM CIENCIA E TECNOLOGIA (OL),LCNE - LICENCIATURA EM CIENCIAS NATURAIS E EXATAS (OL),BC&H - BACHARELADO EM CIENCIAS E HUMANIDADES (OL),LFIL - LICENCIATURA EM FILOSOFIA (OL),LM - LICENCIATURA EM MATEMATICA (OL),,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NHZ2135-18,QUESTOES DE ETICA,4-0-0-4,BFIL - BACHARELADO EM FILOSOFIA (OL),LFIL - LICENCIATURA EM FILOSOFIA (OL),,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NHZ2136-18,QUESTOES DE FILOSOFIA POLITICA,4-0-0-4,BFIL - BACHARELADO EM FILOSOFIA (OL),LFIL - LICENCIATURA EM FILOSOFIA (OL),,,,,,,,,,,,,,, .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESHC039-17,QUESTOES METODOLOGICAS EM ECONOMIA,4-0-0-3,BCE - BACHARELADO EM CIENCIAS ECONOMICAS (OL),BC&H - BACHARELADO EM CIENCIAS E HUMANIDADES (OL),,,,,,,,,,,,,,,BASES EPISTEMOLOGICAS DA CIENCIA MODERNA,PENSAMENTO ECONOMICO,ECONOMETRIA I,MACROECONOMIA I,MICROECONOMIA I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESZU037-17,QUIMICA AMBIENTAL,2-0-0-4,EAU - ENGENHARIA AMBIENTAL E URBANA (OL),BC&T - BACHARELADO EM CIENCIA E TECNOLOGIA (OL),BC&H - BACHARELADO EM CIENCIAS E HUMANIDADES (OL),LQ - LICENCIATURA EM QUIMICA (OL),,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NHT4051-15,QUIMICA ANALITICA CLASSICA I,3-3-0-6,BQ - BACHARELADO EM QUIMICA (OBR),LQ - LICENCIATURA EM QUIMICA (OBR),BC&T - BACHARELADO EM CIENCIA E TECNOLOGIA (OL),LCNE - LICENCIATURA EM CIENCIAS NATURAIS E EXATAS (OL),LM - LICENCIATURA EM MATEMATICA (OL),,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NHT4050-15,QUIMICA ANALITICA CLASSICA II,3-3-0-6,BQ - BACHARELADO EM QUIMICA (OBR),LQ - LICENCIATURA EM QUIMICA (OBR),BC&T - BACHARELADO EM CIENCIA E TECNOLOGIA (OL),LCNE - LICENCIATURA EM CIENCIAS NATURAIS E EXATAS (OL),LM - LICENCIATURA EM MATEMATICA (OL),,,,,,,,,,,,QUIMICA ANALITICA CLASSICA I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NHT4058-15,QUIMICA ANALITICA E BIOANALITICA AVANCADA,4-2-0-8,BQ - BACHARELADO EM QUIMICA (OBR),LQ - LICENCIATURA EM QUIMICA (OL),,,,,,,,,,,,,,,QUIMICA ANALITICA CLASSICA I,QUIMICA ANALITICA CLASSICA II,ANALISE QUIMICA INSTRUMENTAL,ELETROANALITICA E TECNICAS DE SEPARACAO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NHZ4069-15,QUIMICA DE ALIMENTOS,2-2-0-2,BQ - BACHARELADO EM QUIMICA (OL),LQ - LICENCIATURA EM QUIMICA (OL),,,,,,,,,,,,,,,RECOMENDA-SE QUE O ALUNO TENHA FEITO DISCIPLINAS BASICAS DE QUIMICA E BIOQUIMICA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NHT4052-15,QUIMICA DE COORDENACAO,4-4-0-8,BQ - BACHARELADO EM QUIMICA (OBR),LQ - LICENCIATURA EM QUIMICA (OL),BC&T - BACHARELADO EM CIENCIA E TECNOLOGIA (OL),,,,,,,,,,,,,,LIGACOES QUIMICAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESZE066-17,QUIMICA DO PETROLEO,4-0-0-4,EENE - ENGENHARIA DE ENERGIA (OL),BC&T - BACHARELADO EM CIENCIA E TECNOLOGIA (OL),LQ - LICENCIATURA EM QUIMICA (OL),,,,,,,,,,,,,,TRANSFORMACOES QUIMICAS,FUNCOES E REACOES ORGANICAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NHT4053-15,QUIMICA DOS ELEMENTOS,4-4-0-6,BQ - BACHARELADO EM QUIMICA (OBR),LQ - LICENCIATURA EM QUIMICA (OBR),BC&T - BACHARELADO EM CIENCIA E TECNOLOGIA (OL),LCNE - LICENCIATURA EM CIENCIAS NATURAIS E EXATAS (OL),LM - LICENCIATURA EM MATEMATICA (OL),,,,,,,,,,,,TRANSFORMACOES QUIMICAS,FUNCOES E REACOES ORGANICAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NHZ4038-15,QUIMICA DOS MATERIAIS,4-2-0-4,BQ - BACHARELADO EM QUIMICA (OL),LQ - LICENCIATURA EM QUIMICA (OL),,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NHZ4066-15,QUIMICA INORGANICA AVANCADA,4-0-0-4,BQ - BACHARELADO EM QUIMICA (L),LQ - LICENCIATURA EM QUIMICA (OL),,,,,,,,,,,,,,,LIGACOES QUIMICAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESTM016-17,QUIMICA INORGANICA DE MATERIAIS,4-2-0-6,EMAT - ENGENHARIA DE MATERIAIS (OBR),,,,,,,,,,,,,,,,TRANSFORMACOES QUIMICAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NHT4056-15,QUIMICA INORGANICA EXPERIMENTAL,0-4-0-4,BQ - BACHARELADO EM QUIMICA (OBR),LQ - LICENCIATURA EM QUIMICA (OL),,,,,,,,,,,,,,,QUIMICA DOS ELEMENTOS,QUIMICA DE COORDENACAO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NHT4040-15,QUIMICA ORGANICA APLICADA,0-4-0-6,BQ - BACHARELADO EM QUIMICA (OBR),LQ - LICENCIATURA EM QUIMICA (OL),,,,,,,,,,,,,,,FUNCOES E REACOES ORGANICAS,MECANISMOS DE REACOES ORGANICAS,QUIMICA ORGANICA EXPERIMENTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NHT4041-15,QUIMICA ORGANICA EXPERIMENTAL,0-4-0-6,BQ - BACHARELADO EM QUIMICA (OBR),LQ - LICENCIATURA EM QUIMICA (OBR),BC&T - BACHARELADO EM CIENCIA E TECNOLOGIA (OL),LCNE - LICENCIATURA EM CIENCIAS NATURAIS E EXATAS (OL),LM - LICENCIATURA EM MATEMATICA (OL),,,,,,,,,,,,FUNCOES E REACOES ORGANICAS,MECANISMOS DE REACOES ORGANICAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESZE038-17,REACOES NUCLEARES,3-0-0-5,EENE - ENGENHARIA DE ENERGIA (OL),,,,,,,,,,,,,,,,ENGENHARIA NUCLEAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESZM033-17,RECICLAGEM E AMBIENTE,3-1-0-4,EMAT - ENGENHARIA DE MATERIAIS (OL),EAU - ENGENHARIA AMBIENTAL E URBANA (OL),,,,,,,,,,,,,,,MATERIAIS E SUAS PROPRIEDADES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESTU031-17,RECUPERACAO DE AREAS DEGRADADAS,2-1-0-3,EAU - ENGENHARIA AMBIENTAL E URBANA (OBR),,,,,,,,,,,,,,,,FUNDAMENTOS DE GEOLOGIA PARA ENGENHARIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NHZ4074-15,RECURSOS DIDATICOS PARA O ENSINO DE QUIMICA,4-0-0-4,LQ - LICENCIATURA EM QUIMICA (OL),LCNE - LICENCIATURA EM CIENCIAS NATURAIS E EXATAS (OL),LCB - LICENCIATURA EM CIENCIAS BIOLOGICAS (OL),LM - LICENCIATURA EM MATEMATICA (OL),,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESZU023-17,RECURSOS HIDRICOS,3-0-0-4,EAU - ENGENHARIA AMBIENTAL E URBANA (OL),BC&T - BACHARELADO EM CIENCIA E TECNOLOGIA (OL),BC&H - BACHARELADO EM CIENCIAS E HUMANIDADES (OL),,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MCZA023-17,REDES CONVERGENTES,4-0-0-4,EINF - ENGENHARIA DE INFORMACAO (OL),BCC - BACHARELADO EM CIENCIAS DA COMPUTACAO (OL),,,,,,,,,,,,,,,REDES DE COMPUTADORES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESZA009-17,REDES DE BARRAMENTO DE CAMPO,2-1-0-4,"EIAR - ENGENHARIA DE INSTRUMENTACAO, AUTOMACAO E ROBOTICA (OL)",,,,,,,,,,,,,,,,ELETRONICA DIGITAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MCTA022-17,REDES DE COMPUTADORES,3-1-0-4,EINF - ENGENHARIA DE INFORMACAO (OL),BC&T - BACHARELADO EM CIENCIA E TECNOLOGIA (OL),BCC - BACHARELADO EM CIENCIAS DA COMPUTACAO (OBR),BC&H - BACHARELADO EM CIENCIAS E HUMANIDADES (OL),,,,,,,,,,,,,PROCESSAMENTO DA INFORMACAO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESZE077-17,REDES DE DISTRIBUICAO DE ENERGIA ELETRICA,4-0-0-4,EENE - ENGENHARIA DE ENERGIA (OL),,,,,,,,,,,,,,,,INTRODUCAO AOS SISTEMAS ELETRICOS DE POTENCIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MCZA024-17,REDES SEM FIO,3-1-0-4,BCC - BACHARELADO EM CIENCIAS DA COMPUTACAO (OL),EINF - ENGENHARIA DE INFORMACAO (OL),,,,,,,,,,,,,,,REDES DE COMPUTADORES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
